CATEGORY,SCHOOL NAME,ADDRESS,CITY,ZIP CODE,PHONE,URL,LONGITUDE,LATITUDE,LOCATION
ELEMENTARY SCHOOLS,Burtonsville ES,15516 Old Columbia Pik,Burtonsville,20866,301-989-5654,http://www.montgomeryschoolsmd.org/schools/burtonsvillees,-76.9364158921,39.1113736951,"15516 Old Columbia Pik
Burtonsville, MD 20866
(39.1113736951, -76.9364158921)"
ELEMENTARY SCHOOLS,Stonegate ES,14811 Notley Rd,Silver Spring,20904,301-989-5668,http://www.montgomeryschoolsmd.org/schools/stonegatees,-77.0157475178,39.0995467662,"14811 Notley Rd
Silver Spring, MD 20904
(39.0995467662, -77.0157475178)"
ELEMENTARY SCHOOLS,Cloverly ES,800 Briggs Chaney Rd,Silver Spring,20904,301-989-5770,http://www.montgomeryschoolsmd.org/schools/cloverlyes,-76.9942569561,39.1076890075,"800 Briggs Chaney Rd
Silver Spring, MD 20904
(39.1076890075, -76.9942569561)"
ELEMENTARY SCHOOLS,Dr Charles R Drew ES,1200 Swingingdale Dr,Silver Spring,20905,301-989-6030,http://www.montgomeryschoolsmd.org/schools/drewes,-76.9871082262,39.0916281714,"1200 Swingingdale Dr
Silver Spring, MD 20905
(39.0916281714, -76.9871082262)"
ELEMENTARY SCHOOLS,Sherwood ES,1401 Olney Sandy Spring Rd,Sandy Spring,20860,301-924-3195,http://www.montgomeryschoolsmd.org/schools/sherwoodes,-77.0331164576,39.1495841588,"1401 Olney Sandy Spring Rd
Sandy Spring, MD 20860
(39.1495841588, -77.0331164576)"
ELEMENTARY SCHOOLS,Brooke Grove ES,2700 Spartan Rd,Olney,20832,301-924-3154,http://www.montgomeryschoolsmd.org/schools/brookegrovees,-77.0505720393,39.1568438213,"2700 Spartan Rd
Olney, MD 20832
(39.1568438213, -77.0505720393)"
ELEMENTARY SCHOOLS,Olney ES,3401 Queen Mary Dr,Olney,20832,301-924-3126,http://www.montgomeryschoolsmd.org/schools/olneyes,-77.0682809714,39.1492298699,"3401 Queen Mary Dr
Olney, MD 20832
(39.1492298699, -77.0682809714)"
ELEMENTARY SCHOOLS,Belmont ES,19528 Olney Mill Rd,Olney,20832,301-924-3140,http://www.montgomeryschoolsmd.org/schools/belmontes,-77.0668029032,39.1785814737,"19528 Olney Mill Rd
Olney, MD 20832
(39.1785814737, -77.0668029032)"
ELEMENTARY SCHOOLS,Cashell ES,17101 Cashell Rd,Rockville,20853,301-924-3130,http://www.montgomeryschoolsmd.org/schools/cashelles,-77.0859177884,39.1373140735,"17101 Cashell Rd
Rockville, MD 20853
(39.1373140735, -77.0859177884)"
ELEMENTARY SCHOOLS,Greenwood ES,3336 Gold Mine Rd,Brookeville,20833,301-924-3145,http://www.montgomeryschoolsmd.org/schools/greenwoodes,-77.0647632594,39.1652320194,"3336 Gold Mine Rd
Brookeville, MD 20833
(39.1652320194, -77.0647632594)"
ELEMENTARY SCHOOLS,Mill Creek Towne ES,17700 Park Mill Dr,Rockville,20855,301-840-7149,http://www.montgomeryschoolsmd.org/schools/mctes,-77.1538014464,39.146421794,"17700 Park Mill Dr
Rockville, MD 20855
(39.146421794, -77.1538014464)"
ELEMENTARY SCHOOLS,Candlewood ES,7210 Osprey Dr,Rockville,20855,301-840-7167,http://www.montgomeryschoolsmd.org/schools/candlewoodes/,-77.1470003793,39.1290023776,"7210 Osprey Dr
Rockville, MD 20855
(39.1290023776, -77.1470003793)"
ELEMENTARY SCHOOLS,Sequoyah ES,17301 Bowie Mill Rd,Derwood,20855,301-840-5335,http://www.montgomeryschoolsmd.org/schools/sequoyahes,-77.1177456873,39.1392853217,"17301 Bowie Mill Rd
Derwood, MD 20855
(39.1392853217, -77.1177456873)"
ELEMENTARY SCHOOLS,Rosemont ES,16400 Alden Ave,Gaithersburg,20877,301-840-7123,http://www.montgomeryschoolsmd.org/schools/rosemontes,-77.1852514951,39.1251152677,"16400 Alden Ave
Gaithersburg, MD 20877
(39.1251152677, -77.1852514951)"
ELEMENTARY SCHOOLS,Summit Hall ES,101 W Deer Park Rd,Gaithersburg,20877,301-840-7127,http://www.montgomeryschoolsmd.org/schools/summithalles,-77.195457283,39.127282494,"101 W Deer Park Rd
Gaithersburg, MD 20877
(39.127282494, -77.195457283)"
ELEMENTARY SCHOOLS,Washington Grove ES,8712 Oakmont St,Gaithersburg,20877,301-840-7120,http://www.montgomeryschoolsmd.org/schools/washingtongrovees,-77.1777402319,39.1324887754,"8712 Oakmont St
Gaithersburg, MD 20877
(39.1324887754, -77.1777402319)"
ELEMENTARY SCHOOLS,Gaithersburg ES,35 N Summit Ave,Gaithersburg,20877,301-840-7136,http://www.montgomeryschoolsmd.org/schools/gaithersburges,-77.1920511474,39.1435715404,"35 N Summit Ave
Gaithersburg, MD 20877
(39.1435715404, -77.1920511474)"
ELEMENTARY SCHOOLS,Whetstone ES,19201 Thomas Farm Dr,Gaithersburg,20879,301-840-7191,http://www.montgomeryschoolsmd.org/schools/whetstonees,-77.1969947933,39.1718688083,"19201 Thomas Farm Dr
Gaithersburg, MD 20879
(39.1718688083, -77.1969947933)"
ELEMENTARY SCHOOLS,South Lake ES,18201 Contour Rd,Gaithersburg,20877,301-840-7141,http://www.montgomeryschoolsmd.org/schools/southlakees,-77.1969833619,39.1558163309,"18201 Contour Rd
Gaithersburg, MD 20877
(39.1558163309, -77.1969833619)"
ELEMENTARY SCHOOLS,Watkins Mill ES,19001 Watkins Mill Rd,Montgomery Village,20886,301-840-7181,http://www.montgomeryschoolsmd.org/schools/watkinsmilles,-77.2110251862,39.1672209879,"19001 Watkins Mill Rd
Montgomery Village, MD 20886
(39.1672209879, -77.2110251862)"
ELEMENTARY SCHOOLS,Strawberry Knoll ES,18820 Strawberry Knoll Rd,Gaithersburg,20879,301-840-7112,http://www.montgomeryschoolsmd.org/schools/strawberryknolles,-77.1825348422,39.1658673386,"18820 Strawberry Knoll Rd
Gaithersburg, MD 20879
(39.1658673386, -77.1825348422)"
ELEMENTARY SCHOOLS,Flower Hill ES,18425 Flower Hill Way,Gaithersburg,20879,301-840-7161,http://www.montgomeryschoolsmd.org/schools/flowerhilles,-77.1713034798,39.1590075849,"18425 Flower Hill Way
Gaithersburg, MD 20879
(39.1590075849, -77.1713034798)"
ELEMENTARY SCHOOLS,Stedwick ES,10631 Stedwick Rd,Montgomery Village,20886,301-840-7187,http://www.montgomeryschoolsmd.org/schools/stedwickes,-77.2111923449,39.1743636993,"10631 Stedwick Rd
Montgomery Village, MD 20886
(39.1743636993, -77.2111923449)"
ELEMENTARY SCHOOLS,S Christa Mcauliffe ES,12500 Wisteria Dr,Germantown,20874,301-353-0910,http://www.montgomeryschoolsmd.org/schools/mcauliffees,-77.2609323153,39.167507691,"12500 Wisteria Dr
Germantown, MD 20874
(39.167507691, -77.2609323153)"
ELEMENTARY SCHOOLS,Fox Chapel ES,19315 Archdale Rd,Germantown,20876,301-353-8055,http://www.montgomeryschoolsmd.org/schools/foxchapeles,-77.2421897485,39.1722018594,"19315 Archdale Rd
Germantown, MD 20876
(39.1722018594, -77.2421897485)"
ELEMENTARY SCHOOLS,Thurgood Marshall ES,12260 McDonald Chapel Dr,Gaithersburg,20878,301-670-8282,http://www.montgomeryschoolsmd.org/schools/thurgoodmarshalles,-77.2598691505,39.1262200858,"12260 McDonald Chapel Dr
Gaithersburg, MD 20878
(39.1262200858, -77.2598691505)"
ELEMENTARY SCHOOLS,Diamond ES,4 Marquis Dr,Gaithersburg,20878,301-840-7177,http://www.montgomeryschoolsmd.org/schools/diamondes,-77.2389185172,39.1357087649,"4 Marquis Dr
Gaithersburg, MD 20878
(39.1357087649, -77.2389185172)"
ELEMENTARY SCHOOLS,Brown Station ES,851 Quince Orchard Blv,Gaithersburg,20878,301-840-7172,http://www.montgomeryschoolsmd.org/schools/brownstationes,-77.2307127305,39.1388830108,"851 Quince Orchard Blv
Gaithersburg, MD 20878
(39.1388830108, -77.2307127305)"
ELEMENTARY SCHOOLS,Travilah ES,13801 DuFief Mill Rd,North Potomac,20878,301-840-7153,http://www.montgomeryschoolsmd.org/schools/travilahes,-77.2486226133,39.0824785544,"13801 DuFief Mill Rd
North Potomac, MD 20878
(39.0824785544, -77.2486226133)"
ELEMENTARY SCHOOLS,Rachel Carson ES,100 Tschiffely Square Rd,Gaithersburg,20878,301-840-5333,http://www.montgomeryschoolsmd.org/schools/rachelcarsones,-77.2470359348,39.1170772504,"100 Tschiffely Square Rd
Gaithersburg, MD 20878
(39.1170772504, -77.2470359348)"
ELEMENTARY SCHOOLS,Darnestown ES,15030 Turkey Foot Rd,Gaithersburg,20878,301-840-7157,http://www.montgomeryschoolsmd.org/schools/darnestownes,-77.2847480232,39.1025388648,"15030 Turkey Foot Rd
Gaithersburg, MD 20878
(39.1025388648, -77.2847480232)"
ELEMENTARY SCHOOLS,Jones Lane ES,15110 Jones La,Gaithersburg,20878,301-840-8160,http://www.montgomeryschoolsmd.org/schools/joneslanees,-77.2658471483,39.1033700765,"15110 Jones La
Gaithersburg, MD 20878
(39.1033700765, -77.2658471483)"
ELEMENTARY SCHOOLS,Fields Road ES,1 School Dr,Gaithersburg,20878,301-840-7131,http://www.montgomeryschoolsmd.org/schools/fieldsroades,-77.2152401168,39.118795239,"1 School Dr
Gaithersburg, MD 20878
(39.118795239, -77.2152401168)"
ELEMENTARY SCHOOLS,Stone Mill ES,14323 Stonebridge View Dr,North Potomac,20878,301-279-4975,http://www.montgomeryschoolsmd.org/schools/stonemilles,-77.2144612215,39.0916377183,"14323 Stonebridge View Dr
North Potomac, MD 20878
(39.0916377183, -77.2144612215)"
ELEMENTARY SCHOOLS,Little Bennett ES,23930 Burdette Forest Rd,Clarksburg,20871,301-540-5535,http://www.montgomeryschoolsmd.org/schools/littlebennettes,-77.2753630947,39.246445809,"23930 Burdette Forest Rd
Clarksburg, MD 20871
(39.246445809, -77.2753630947)"
ELEMENTARY SCHOOLS,Sargent Shriver ES,12518 Greenly Dr,Silver Spring,20906,301-929-4426,http://www.montgomeryschoolsmd.org/schools/shriveres,-77.0791590245,39.0615504152,"12518 Greenly Dr
Silver Spring, MD 20906
(39.0615504152, -77.0791590245)"
ELEMENTARY SCHOOLS,Roscoe R Nix ES,1100 Corliss St,Silver Spring,20903,301-422-5070,http://www.montgomeryschoolsmd.org/schools/nixes,-76.9896552883,39.0168668083,"1100 Corliss St
Silver Spring, MD 20903
(39.0168668083, -76.9896552883)"
ELEMENTARY SCHOOLS,Great Seneca Creek ES,13010 Dairymaid Dr,Germantown,20874,301-353-8500,http://www.montgomeryschoolsmd.org/schools/greatsenecacreekes,-77.2691896298,39.1522616814,"13010 Dairymaid Dr
Germantown, MD 20874
(39.1522616814, -77.2691896298)"
ELEMENTARY SCHOOLS,Arcola ES,1820 Franwall Ave,Silver Spring,20902,301-649-8590,http://www.montgomeryschoolsmd.org/schools/arcolaes,-77.0393881959,39.0455588679,"1820 Franwall Ave
Silver Spring, MD 20902
(39.0455588679, -77.0393881959)"
ELEMENTARY SCHOOLS,William B Gibbs Jr ES,12615 Royal Crown Dr,Clarksburg,20876,301-353-0800,http://www.montgomeryschoolsmd.org/schools/gibbses/,-77.2596251938,39.2057196485,"12615 Royal Crown Dr
Clarksburg, MD 20876
(39.2057196485, -77.2596251938)"
ELEMENTARY SCHOOLS,Cannon Road ES (at Fairland Center),13313 Old Columbia Pike,Silver Spring,20904,301-989-5662,http://www.montgomeryschoolsmd.org/schools/cannonroades,-76.9578934897,39.0746038591,"13313 Old Columbia Pike
Silver Spring, MD 20904
(39.0746038591, -76.9578934897)"
ELEMENTARY SCHOOLS,Beverly Farms ES (at North Lake Center),15101 Bauer Dr,Rockville,20853,301-469-1050,http://www.montgomeryschoolsmd.org/schools/beverlyfarmses,-77.1040071157,39.1027313861,"15101 Bauer Dr
Rockville, MD 20853
(39.1027313861, -77.1040071157)"
ELEMENTARY SCHOOLS,Carderock Springs ES,7401 Persimmon Tree La,Bethesda,20817,301-469-1034,http://www.montgomeryschoolsmd.org/schools/carderockspringses,-77.1717600546,38.9832956271,"7401 Persimmon Tree La
Bethesda, MD 20817
(38.9832956271, -77.1717600546)"
ELEMENTARY SCHOOLS,Downcounty Consortium ES (2012),2600 Hayden Dr,Silver Spring,20902,301-309-6277,http://www.montgomeryschoolsmd.org/,-77.0545584109,39.0191171311,"2600 Hayden Dr
Silver Spring, MD 20902
(39.0191171311, -77.0545584109)"
ELEMENTARY SCHOOLS,Garrett Park ES (at Grosvenor Center),5701 Grosvenor La,Bethesda,20814,301-929-2170,http://www.montgomeryschoolsmd.org/schools/garrettparkes,-77.1141310594,39.0235338133,"5701 Grosvenor La
Bethesda, MD 20814
(39.0235338133, -77.1141310594)"
ELEMENTARY SCHOOLS,Fallsmead ES,1800 Greenplace Ter,Rockville,20850,301-279-4984,http://www.montgomeryschoolsmd.org/schools/fallsmeades,-77.1765379964,39.0779606451,"1800 Greenplace Ter
Rockville, MD 20850
(39.0779606451, -77.1765379964)"
ELEMENTARY SCHOOLS,Beall ES,451 Beall Ave,Rockville,20850,301-279-8460,http://www.montgomeryschoolsmd.org/schools/bealles,-77.161758368,39.0877753931,"451 Beall Ave
Rockville, MD 20850
(39.0877753931, -77.161758368)"
ELEMENTARY SCHOOLS,College Gardens ES,1700 Yale Pl,Rockville,20850,301-279-8470,http://www.montgomeryschoolsmd.org/schools/collegegardenses,-77.1627838116,39.1028873778,"1700 Yale Pl
Rockville, MD 20850
(39.1028873778, -77.1627838116)"
ELEMENTARY SCHOOLS,Dufief ES,15001 DuFief Dr,Gaithersburg,20878,301-279-4980,http://www.montgomeryschoolsmd.org/schools/dufiefes,-77.2375326482,39.1018337081,"15001 DuFief Dr
Gaithersburg, MD 20878
(39.1018337081, -77.2375326482)"
ELEMENTARY SCHOOLS,Maryvale ES,1000 First St,Rockville,20850,301-279-4990,http://www.montgomeryschoolsmd.org/schools/maryvalees,-77.1369670183,39.0912671214,"1000 First St
Rockville, MD 20850
(39.0912671214, -77.1369670183)"
ELEMENTARY SCHOOLS,Meadow Hall ES,951 Twinbrook Pkwy,Rockville,20851,301-279-4988,http://www.montgomeryschoolsmd.org/schools/meadowhalles,-77.1164059038,39.0843521349,"951 Twinbrook Pkwy
Rockville, MD 20851
(39.0843521349, -77.1164059038)"
ELEMENTARY SCHOOLS,Lucy V Barnsley ES,14516 Nadine Dr,Rockville,20853,301-460-2121,http://www.montgomeryschoolsmd.org/schools/barnsleyes,-77.103587056,39.0941208289,"14516 Nadine Dr
Rockville, MD 20853
(39.0941208289, -77.103587056)"
ELEMENTARY SCHOOLS,Twinbrook ES,5911 Ridgeway Ave,Rockville,20851,301-230-5925,http://www.montgomeryschoolsmd.org/schools/twinbrookes,-77.1200953184,39.0687280318,"5911 Ridgeway Ave
Rockville, MD 20851
(39.0687280318, -77.1200953184)"
ELEMENTARY SCHOOLS,Rock Creek Valley ES,5121 Russett Rd,Rockville,20853,301-460-2195,http://www.montgomeryschoolsmd.org/schools/rcvalleyes,-77.102608554,39.0832114316,"5121 Russett Rd
Rockville, MD 20853
(39.0832114316, -77.102608554)"
ELEMENTARY SCHOOLS,Brookhaven ES,4610 Renn St,Rockville,20853,301-460-2140,http://www.montgomeryschoolsmd.org/schools/brookhavenes,-77.0925980063,39.0822509877,"4610 Renn St
Rockville, MD 20853
(39.0822509877, -77.0925980063)"
ELEMENTARY SCHOOLS,Flower Valley ES,4615 Sunflower Dr,Rockville,20853,301-924-3135,http://www.montgomeryschoolsmd.org/schools/flowervalleyes,-77.0930515019,39.1057704102,"4615 Sunflower Dr
Rockville, MD 20853
(39.1057704102, -77.0930515019)"
ELEMENTARY SCHOOLS,Strathmore ES,3200 Beaverwood La,Silver Spring,20906,301-460-2135,http://www.montgomeryschoolsmd.org/schools/strathmorees,-77.0654349871,39.0860669739,"3200 Beaverwood La
Silver Spring, MD 20906
(39.0860669739, -77.0654349871)"
ELEMENTARY SCHOOLS,Judith A Resnik ES,7301 Hadley Farms Dr,Gaithersburg,20879,301-670-8200,http://www.montgomeryschoolsmd.org/schools/resnikes,-77.1519858022,39.181576738,"7301 Hadley Farms Dr
Gaithersburg, MD 20879
(39.181576738, -77.1519858022)"
ELEMENTARY SCHOOLS,Laytonsville ES,21401 Laytonsville Rd,Laytonsville,20882,301-840-7145,http://www.montgomeryschoolsmd.org/schools/laytonsvillees,-77.1403377171,39.2070466834,"21401 Laytonsville Rd
Laytonsville, MD 20882
(39.2070466834, -77.1403377171)"
ELEMENTARY SCHOOLS,Goshen ES,8701 Warfield Rd,Gaithersburg,20882,301-840-8165,http://www.montgomeryschoolsmd.org/schools/goshenes,-77.1798890434,39.194373374,"8701 Warfield Rd
Gaithersburg, MD 20882
(39.194373374, -77.1798890434)"
ELEMENTARY SCHOOLS,Ronald McNair ES,13881 Hopkins Rd,Germantown,20874,301-353-0854,http://www.montgomeryschoolsmd.org/schools/ronaldmcnaires,-77.2905682704,39.1697657621,"13881 Hopkins Rd
Germantown, MD 20874
(39.1697657621, -77.2905682704)"
ELEMENTARY SCHOOLS,Lake Seneca ES,13600 Wanegarden Dr,Germantown,20874,301-353-0929,http://www.montgomeryschoolsmd.org/schools/lakesenecaes,-77.2831202702,39.1832743058,"13600 Wanegarden Dr
Germantown, MD 20874
(39.1832743058, -77.2831202702)"
ELEMENTARY SCHOOLS,Clopper Mill ES,18501 Cinnamon Dr,Germantown,20874,301-353-8065,http://www.montgomeryschoolsmd.org/schools/cloppermilles,-77.2616942414,39.1590306504,"18501 Cinnamon Dr
Germantown, MD 20874
(39.1590306504, -77.2616942414)"
ELEMENTARY SCHOOLS,Germantown ES,19110 Liberty Mill Road,Germantown,20874,301-353-8050,http://www.montgomeryschoolsmd.org/schools/germantownes,-77.27642324,39.1698143709,"19110 Liberty Mill Road
Germantown, MD 20874
(39.1698143709, -77.27642324)"
ELEMENTARY SCHOOLS,Poolesville ES,19565 Fisher Ave,Poolesville,20837,301-972-7960,http://www.montgomeryschoolsmd.org/schools/poolesvillees,-77.4074075374,39.1440313164,"19565 Fisher Ave
Poolesville, MD 20837
(39.1440313164, -77.4074075374)"
ELEMENTARY SCHOOLS,Monocacy ES,18801 Barnesville Rd,Dickerson,20842,301-972-7990,http://www.montgomeryschoolsmd.org/schools/monocacyes,-77.392841199,39.224265906,"18801 Barnesville Rd
Dickerson, MD 20842
(39.224265906, -77.392841199)"
